epoch,loss,dice_coefficient,binary_accuracy,precision,recall,val_loss,val_dice_coefficient,val_binary_accuracy,val_precision,val_recall,lr
17,0.615609347820282,0.16976766288280487,0.9363436698913574,0.3561663031578064,0.9992126226425171,0.6528823375701904,0.16726046800613403,0.973832368850708,0.5810075402259827,0.9205098748207092,1e-04
18,0.6097059845924377,0.17130382359027863,0.9415536522865295,0.37599387764930725,0.9992810487747192,0.6477727890014648,0.16973817348480225,0.9723131060600281,0.5658162832260132,0.9178534150123596,1e-04
19,0.6044108867645264,0.1720670461654663,0.947007417678833,0.3992480933666229,0.9992419481277466,0.6506624221801758,0.1708553433418274,0.9732869863510132,0.5771291255950928,0.902381181716919,1e-04
20,0.5989301800727844,0.17519201338291168,0.951259195804596,0.4194767475128174,0.9992470741271973,0.6236571669578552,0.17827682197093964,0.9749430418014526,0.5924915075302124,0.9232051968574524,1e-04
21,0.5939521789550781,0.17591014504432678,0.9546167850494385,0.4369618594646454,0.9992573261260986,0.5966787934303284,0.1859993040561676,0.9745360612869263,0.585482120513916,0.9474983811378479,1e-04
22,0.5890043377876282,0.17796561121940613,0.9580021500587463,0.4561292827129364,0.9992377161979675,0.5944485068321228,0.18786932528018951,0.9749103784561157,0.5903299450874329,0.9388181567192078,1e-04
23,0.5842097401618958,0.1805577576160431,0.9609003663063049,0.4739280045032501,0.9992358684539795,0.5774182081222534,0.19392213225364685,0.9752171039581299,0.5922942757606506,0.9498475790023804,1e-04
24,0.5793242454528809,0.1816735863685608,0.9629995226860046,0.48771363496780396,0.999328076839447,0.5743893980979919,0.19536513090133667,0.9758017659187317,0.5985555052757263,0.9493421912193298,1e-04
25,0.5749348402023315,0.18387743830680847,0.96526700258255,0.5035322904586792,0.999193012714386,0.5486548542976379,0.20393653213977814,0.9757334589958191,0.5947798490524292,0.9748460054397583,1e-04
26,0.5701888799667358,0.1854954957962036,0.967042088508606,0.51665198802948,0.9992121458053589,0.5415517091751099,0.20630285143852234,0.9771618247032166,0.6098520755767822,0.9750274419784546,1e-04
27,0.565792441368103,0.18743965029716492,0.9685760140419006,0.5285505652427673,0.999231219291687,0.5301973223686218,0.21108770370483398,0.9777815937995911,0.6157247424125671,0.9812992811203003,1e-04
28,0.5612447261810303,0.18905818462371826,0.9703366160392761,0.542905867099762,0.9991944432258606,0.526375412940979,0.21457859873771667,0.975722074508667,0.5934852361679077,0.9851664304733276,1e-04
29,0.5568014979362488,0.19215838611125946,0.9712888598442078,0.5509966611862183,0.9992186427116394,0.5192820429801941,0.2157917320728302,0.9786759614944458,0.6247906684875488,0.9870027899742126,1e-04
30,0.5523617267608643,0.19344983994960785,0.9726594686508179,0.5630837082862854,0.9991492629051208,0.5142785906791687,0.21907487511634827,0.9782499670982361,0.6199448704719543,0.987645149230957,1e-04
31,0.5480234026908875,0.19549520313739777,0.9735103845596313,0.5708422660827637,0.9992921948432922,0.5052976608276367,0.22289113700389862,0.9783588647842407,0.620129406452179,0.9944056868553162,1e-04
32,0.543602705001831,0.19770179688930511,0.9747098088264465,0.5821729898452759,0.999217689037323,0.4983952045440674,0.2255696803331375,0.9802847504615784,0.6423460245132446,0.9927026033401489,1e-04
33,0.5392670631408691,0.19941465556621552,0.975795567035675,0.5928313732147217,0.9990924596786499,0.4938267767429352,0.2293127477169037,0.979017436504364,0.6271572709083557,0.9962235689163208,1e-04
34,0.534895122051239,0.2013246715068817,0.9763790369033813,0.598702073097229,0.9992088675498962,0.4884112477302551,0.23116835951805115,0.9813122153282166,0.6543083190917969,0.9946778416633606,1e-04
35,0.5306508541107178,0.20456978678703308,0.9775668978691101,0.6110653877258301,0.9990873336791992,0.48487308621406555,0.2342565506696701,0.9803349375724792,0.6420533657073975,0.9975156784057617,1e-04
36,0.5262134075164795,0.20679254829883575,0.9779093265533447,0.6147032976150513,0.9992070198059082,0.4796726703643799,0.23694348335266113,0.9813727736473083,0.6544663310050964,0.997543454170227,1e-04
37,0.5217922925949097,0.20859162509441376,0.9788404107093811,0.6248634457588196,0.9992130398750305,0.47595497965812683,0.2396276295185089,0.9819452166557312,0.6617119312286377,0.9966660141944885,1e-04
38,0.5175789594650269,0.2115601748228073,0.9795398712158203,0.6327385902404785,0.9990943074226379,0.47289595007896423,0.2427661418914795,0.981220006942749,0.652475893497467,0.9982080459594727,1e-04
39,0.5136582851409912,0.2141689956188202,0.9795646667480469,0.6330075860023499,0.9991841912269592,0.46672141551971436,0.24537403881549835,0.9827989935874939,0.6722987294197083,0.9977082014083862,1e-04
40,0.5090704560279846,0.2154000997543335,0.9805520176887512,0.644456684589386,0.9991441369056702,0.4620377719402313,0.24967868626117706,0.9825351238250732,0.6688652634620667,0.9979507327079773,1e-04
41,0.5046468377113342,0.21817751228809357,0.9809699654579163,0.6494203209877014,0.9991734623908997,0.4562448561191559,0.2514955997467041,0.9850428700447083,0.7027946710586548,0.9965697526931763,1e-04
42,0.5005262494087219,0.22127528488636017,0.981834888458252,0.659995973110199,0.9989621043205261,0.4552428126335144,0.2549026608467102,0.9828788638114929,0.6732540130615234,0.9980229139328003,1e-04
43,0.4962201416492462,0.22478745877742767,0.982017457485199,0.662251353263855,0.9990226030349731,0.4505445063114166,0.25955119729042053,0.9826850891113281,0.6706698536872864,0.9984320402145386,1e-04
44,0.49206873774528503,0.2261148989200592,0.9822368621826172,0.6650018692016602,0.9990025758743286,0.4440735876560211,0.26287713646888733,0.9839217066764832,0.6868677735328674,0.998467206954956,1e-04
45,0.48757389187812805,0.2289089858531952,0.9830798506736755,0.6757557392120361,0.9990384578704834,0.4428310990333557,0.26580286026000977,0.9832050204277039,0.6774086356163025,0.9983543157577515,1e-04
46,0.4834808111190796,0.23117414116859436,0.9832806587219238,0.678372323513031,0.9990379810333252,0.4363247752189636,0.270250141620636,0.9842756986618042,0.6919811964035034,0.9972306489944458,1e-04
47,0.4792215824127197,0.23477230966091156,0.9836474061012268,0.6832236051559448,0.9989555478096008,0.4309748411178589,0.27300789952278137,0.9854819774627686,0.708670973777771,0.9977841377258301,1e-04
48,0.47492027282714844,0.2372334599494934,0.9841203093528748,0.689562976360321,0.9989225268363953,0.4265543818473816,0.276233971118927,0.985896110534668,0.7144448757171631,0.9984264969825745,1e-04
49,0.4703068733215332,0.2406761795282364,0.9845485091209412,0.6953811645507812,0.9989825487136841,0.42350029945373535,0.27882787585258484,0.9864203333854675,0.7221366763114929,0.9984357357025146,1e-04
50,0.46592581272125244,0.24354498088359833,0.9850040674209595,0.7017093300819397,0.9989452958106995,0.4196232557296753,0.28250572085380554,0.9865268468856812,0.7237074375152588,0.9984745979309082,1e-04
